FCLTY_NM,MRHST_NM,CTGRY_ONE_NM,CTGRY_TWO_NM,CTGRY_THREE_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_NM,LI_NM,LNBR_NO,ROAD_NM,BULD_NO,LC_LA,LC_LO,ZIP_NO,RDNMADR_NM,LNM_ADDR,TEL_NO,HMPG_URL,BLOG_URL,FACEBOOK_URL,INSTGRM_URL,RSTDE_GUID_CN,OPER_TIME,FRE_PARKNG_AT,CHGD_PARKNG_AT,ENTRN_PRICE_AT,ENTRN_POSBL_BN_VALUE,DSPSN_TOILET_AT,NRSGRM_AT,STROLLER_LEND_AT,KIDS_ZONE_AT
가의암,,문화관광/명소,관광지,N,전라북도,무주군,설천면,두길리,산257,,,35.95671665,127.7609644,55554,,전라북도 무주군 설천면 두길리 산 257,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
가이아갤러리,,전시/공연,전시/기념관,미술관,서울특별시,종로구,관훈동,,144,인사동길,59,37.5751462,126.9833857,3145,서울특별시 종로구 인사동길 59,서울특별시 종로구 관훈동 144,27333373,http://www.galerie-gaia.net/,,,,가급적 방문시 미리 연락,"월-토 10:00~18:00, 일 11:00~17:00",N,N,N,연령제한없음,N,N,N,Y
가일미술관,,전시/공연,전시/기념관,미술관,경기도,가평군,청평면,삼회리,609-6,북한강로,1549,37.66041649,127.3794344,12458,경기도 가평군 청평면 북한강로 1549,경기도 가평군 청평면 삼회리 609-6,315844722,http://www.gailart.org/,,,,"월요일, 명절","하절기 10:00~19:00, 동절기 10:00~18:00",Y,N,Y,연령제한없음,N,N,N,Y
가족사랑전람,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,성북구,삼선동,,120,보문로38길,11,37.59166254,127.0148182,2846,서울특별시 성북구 보문로38길 11,서울특별시 성북구 동소문동5가 120,7046331840,,,,,,,N,N,N,연령제한없음,N,N,N,Y
가진해수욕장,,문화관광/명소,관광지,해수욕장,강원도,고성군,죽왕면,가진리,,,,38.36604776,128.4965287,,,강원도 고성군 죽왕면 가진리,336803356,https://www.gwgs.go.kr/prog/tursmCn/tour/sub02_02/view.do?cntno=61,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
가천박물관,,전시/공연,전시/기념관,기타전시/박물관,인천광역시,연수구,옥련동,,567-22,청량로102번길,Sep-40,37.41847997,126.6576026,21942,인천광역시 연수구 청량로102번길 40-9,인천광역시 연수구 옥련동 567-22,328334747,gcmuseum.org,,,,"월요일,1월 1일, 명절",09:00~17:00,Y,N,N,연령제한없음,N,N,N,Y
가톨릭갤러리현,,전시/공연,전시/기념관,미술관,광주광역시,서구,쌍촌동,,997-1,상무대로,980,35.1502428,126.8684904,61995,광주광역시 서구 상무대로 980,광주광역시 서구 쌍촌동 997-1,623802200,http://www.kccei.com/,,,,,,Y,N,N,연령제한없음,N,N,N,Y
가톨릭관동대학교강릉캠퍼스박물관,,전시/공연,전시/기념관,기타전시/박물관,강원도,강릉시,내곡동,,522,범일로579번길,24,37.73732878,128.8737046,25601,강원도 강릉시 범일로579번길 24,강원도 강릉시 내곡동 522,336497851,http://museum.cku.ac.kr/,,,,"주말, 공휴일",09:00~17:00,Y,N,N,연령제한없음,N,N,N,Y
가톨릭대학교박물관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,종로구,혜화동,,Jan-90,창경궁로,296-12,37.58490098,127.0047707,3083,서울특별시 종로구 창경궁로 296-12,서울특별시 종로구 혜화동 90-1,27409707,https://museum.catholic.ac.kr/site/museum/sub.do?Key=154,,,,"주말, 공휴일","10:00~12:40, 14:10~17:00",N,Y,N,연령제한없음,N,N,N,Y
가톨릭목포성지역사박물관,,전시/공연,전시/기념관,기타전시/박물관,전라남도,목포시,산정동,,1839,노송길,35,34.80058309,126.3854371,58712,전라남도 목포시 노송길 35,전라남도 목포시 산정동 1839,612768300,,,,,"월요일, 공휴일",10:00~17:00,Y,N,N,연령제한없음,N,N,N,Y
가톨릭문화관,,전시/공연,영화/연극/공연,공연/연극/문화센터,대구광역시,남구,대명동,,Feb-09,중앙대로,204,35.85131973,128.5909691,42425,대구광역시 남구 중앙대로 204,대구광역시 남구 대명동 2009-2,534766211,,,,,,,N,N,N,연령제한없음,N,N,N,Y
가톨릭문화원,,전시/공연,영화/연극/공연,공연/연극/문화센터,경상남도,창원시 마산합포구,오동동,,107-23,오동북16길,27,35.20830896,128.5773207,51727,경상남도 창원시 마산합포구 오동북16길 27,경상남도 창원시 마산합포구 오동동 107-23,552497016,,,,,주말,08:30~17:30,Y,N,N,연령제한없음,N,N,N,Y
가톨릭소극장,,전시/공연,영화/연극/공연,N,부산광역시,중구,대청동,,Jan-81,중구로,71,35.10435395,129.0285727,48968,부산광역시 중구 중구로 71,부산광역시 중구 대청동4가 81-1,514621870,http://www.bccenter.or.kr/,,,,주말,09:00~17:00,N,N,N,연령제한없음,N,N,Y,Y
가평군목공예영농조합전시관,,전시/공연,전시/기념관,기타전시/박물관,경기도,가평군,가평읍,하색리,302-3,경춘로,2045-65,37.8158679,127.4981294,12424,경기도 가평군 가평읍 경춘로 2045-65,경기도 가평군 가평읍 하색리 302-3,315810550,,,,,연중무휴,09:00~18:00,N,Y,N,연령제한없음,N,N,N,Y
가평레일파크,,문화관광/명소,관광지,유명관광지,경기도,가평군,가평읍,읍내리,395-1,장터길,14,37.82897059,127.5158536,12419,경기도 가평군 가평읍 장터길 14,경기도 가평군 가평읍 읍내리 395-1,315827788,https://www.railpark.co.kr/,,http://www.facebook.com/gangchonrailpark/,http://www.instagram.com/railpark/,연중무휴,"09:00~17:00, 동절기 09:00~15:30",Y,N,Y,연령제한없음,N,N,N,Y
가평문화창작공간,,전시/공연,영화/연극/공연,N,경기도,가평군,가평읍,대곡리,386,문화로,107-61,37.82188739,127.5063344,12416,경기도 가평군 가평읍 문화로 107-61,경기도 가평군 가평읍 대곡리 386,50713737002,,https://blog.naver.com/gpcreate,,,공연별 상이,공연별 상이,Y,N,N,공연별 상이,N,N,N,Y
가평별빛누리글램핑,,문화관광/명소,관광지,일반유원지/일반놀이공원,경기도,가평군,상면,덕현리,132-3,청군로,261,37.75386146,127.4063995,12446,경기도 가평군 상면 청군로 261,경기도 가평군 상면 덕현리 132-3,50714363424,https://booking.naver.com/booking/3/bizes/374186?area=bmp,,,,연중무휴,"입실 15:00, 퇴실 11:00",Y,N,Y,연령제한없음,N,N,N,Y
가평종합운동장,,전시/공연,영화/연극/공연,공연/연극/문화센터,경기도,가평군,가평읍,대곡리,316,문화로,131,37.82543108,127.5061252,12416,경기도 가평군 가평읍 문화로 131,경기도 가평군 가평읍 대곡리 316,3180788073,https://www.gpfmc.or.kr/sub3/sub3_2-1.php,,,,,,Y,N,N,연령제한없음,N,N,N,Y
가평현암농경유물박물관,,전시/공연,전시/기념관,기타전시/박물관,경기도,가평군,북면,이곡리,13-45,석장모루길,13,37.87934605,127.5481207,12407,경기도 가평군 북면 석장모루길 13,경기도 가평군 북면 이곡리 13-45,315810612,http://jat.invil.org/index.html?menuno=2194&lnb=40101,,,,"일요일, 공휴일","10:00~17:00, 토요일 10:00~13:00",Y,N,N,연령제한없음,N,N,N,Y
가회민화박물관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,종로구,가회동,,28,북촌로,52,37.58150935,126.9852292,3056,서울특별시 종로구 북촌로 52,서울특별시 종로구 가회동 28,27410466,http://www.gahoemuseum.org/new/,,,,월요일,10:00~18:00,N,N,Y,연령제한없음,N,N,N,Y
각산산성,,문화관광/명소,명승지,성/성터,경상남도,사천시,실안동,,산196,,,34.94417761,128.0534395,52554,,경상남도 사천시 실안동 산 196,558312716,https://www.heritage.go.kr/heri/cul/culSelectDetail.do?ccbaCpno=3413800950000&pageNo=1_1_1_0,,,,연중무휴,00:00~24:00,N,N,N,연령제한없음,N,N,N,Y
각산재,,문화관광/명소,관광지,N,경상북도,청도군,매전면,내리,420,내동길,185,35.60856825,128.8412072,38359,경상북도 청도군 매전면 내동길 185,경상북도 청도군 매전면 내리 420,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
간드락게스트하우스,,전시/공연,영화/연극/공연,공연/연극/문화센터,제주특별자치도,제주시,아라이동,,1371-5,간월동로,12,33.48528887,126.5439738,63246,제주특별자치도 제주시 간월동로 12,제주특별자치도 제주시 아라이동 1371-5,50713102025,,,,,월요일,10:00~06:00,Y,N,Y,연령제한없음,N,N,N,Y
간송미술관,,전시/공연,전시/기념관,미술관,서울특별시,성북구,성북동,,Feb-81,성북로,102-11,37.59446244,126.9962385,2837,서울특별시 성북구 성북로 102-11,서울특별시 성북구 성북동 81-2,27447830,https://kansong.org/,,,,임시휴관,임시휴관,N,N,N,연령제한없음,N,N,N,N
간월자연휴양림,,문화관광/명소,관광지,휴양림/수목원,울산광역시,울주군,상북면,등억알프스리,698-1,등억알프스로,607-15,35.5670949,129.0560408,44952,울산광역시 울주군 상북면 등억알프스로 607-15,울산광역시 울주군 상북면 등억알프스리 698-1,,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
간절곶,,문화관광/명소,관광지,유명관광지,울산광역시,울주군,서생면,대송리,04월 27일,,,35.35976614,129.3615431,45015,,울산광역시 울주군 서생면 대송리 27-4,522041000,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
간절곶스포츠파크,,문화관광/명소,관광지,일반유원지/일반놀이공원,울산광역시,울주군,서생면,서생리,02월 21일,노석골길,96,35.37130892,129.3364786,45013,울산광역시 울주군 서생면 노석골길 96,울산광역시 울주군 서생면 서생리 21-2,,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
간현관광지,,문화관광/명소,관광지,유명관광지,강원도,원주시,지정면,간현리,1056-21,소금산길,24,37.36520089,127.8324011,26359,강원도 원주시 지정면 소금산길 24,강원도 원주시 지정면 간현리 1056-21,337331330,http://ganhyeon.wonju.go.kr/?gid=ganhyeon,,,,연중무휴,"동절기 09:00~17:00, 하절기 : 09:00~18:00",Y,Y,N,연령제한없음,N,N,N,Y
갈골한과체험전시관,,전시/공연,전시/기념관,기타전시/박물관,강원도,강릉시,사천면,노동리,448,한과마을길,46,37.81231804,128.8305321,25437,강원도 강릉시 사천면 한과마을길 46,강원도 강릉시 사천면 노동리 448,336475830,https://www.galgol-sanja.com/shop/experience/experience_intro.php?&,,,,일요일,"[3-10월] 10:00~18:00, [11-2월] 10:00~17:00",Y,N,Y,연령제한없음,N,N,N,Y
갈라산산림욕장,,문화관광/명소,관광지,휴양림/수목원,경상북도,안동시,남선면,도로리,142-1,갈라산길,230,36.50159719,128.7527659,36741,경상북도 안동시 남선면 갈라산길 230,경상북도 안동시 남선면 도로리 142-1,548406453,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
갈매동도당굿전수관,,전시/공연,전시/기념관,기타전시/박물관,경기도,구리시,갈매동,,660,갈매순환로,72,37.62619191,127.1185558,11902,경기도 구리시 갈매순환로 72,경기도 구리시 갈매동 660,315576383,http://www.gurimh.or.kr/bbs/content.php?co_id=culture_a,,,,,,N,Y,N,연령제한없음,N,N,N,Y
갈모봉산림욕장,,문화관광/명소,관광지,휴양림/수목원,경상남도,고성군,고성읍,이당리,산146-1,,,34.9700372,128.2698887,52933,,경상남도 고성군 고성읍 이당리 산 146-1,556702671,https://www.goseong.go.kr/tour/board/view.goseong?boardId=BBS_0000168&menuCd=DOM_000000202003000000&startPage=1&dataSid=240927,,,,,,Y,N,N,연령제한없음,N,N,N,Y
갈목해변,,문화관광/명소,관광지,해수욕장,충청남도,서천군,마서면,송석리,,,,36.07687947,126.6327691,,,충청남도 서천군 마서면 송석리,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
갈미도예공방,,전시/공연,영화/연극/공연,N,경기도,하남시,감북동,,297,감초로70번길,63,37.52130379,127.1625084,12990,경기도 하남시 감초로70번길 63,경기도 하남시 감북동 297,50714341311,,https://blog.naver.com/constant67,,,일요일,10:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
갈산도예전시장,,전시/공연,전시/기념관,기타전시/박물관,경기도,여주시,오학동,,Dec-62,여양로,446,37.31984595,127.6501442,12636,경기도 여주시 여양로 446,경기도 여주시 오학동 62-12,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
갈색마을녹색농촌체험장,,문화관광/명소,관광지,N,경상남도,산청군,신안면,갈전리,16,,,35.36206081,127.9876354,52260,,경상남도 산청군 신안면 갈전리 16,,,,,,,,N,N,N,연령제한없음,N,N,N,Y
갈음이해수욕장,,문화관광/명소,관광지,해수욕장,충청남도,태안군,근흥면,정죽리,산147-46,,,36.67870342,126.1568945,,,충청남도 태안군 근흥면 정죽리 산 147-46,416751363,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
갈천리마을관리휴양지,,문화관광/명소,관광지,N,강원도,양양군,서면,갈천리,산71,,,37.90904883,128.5028831,25040,,강원도 양양군 서면 갈천리 산 71,336702176,,,,,,,N,N,N,연령제한없음,N,N,N,Y
갈현성,,문화관광/명소,명승지,성/성터,대전광역시,동구,용운동,,산9,,,36.33446868,127.4693188,34521,,대전광역시 동구 용운동 산 9,,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
감리교신학대학교역사박물관,,전시/공연,전시/기념관,기타전시/박물관,서울특별시,서대문구,냉천동,,31,독립문로,56,37.56791676,126.9618924,3745,서울특별시 서대문구 독립문로 56,서울특별시 서대문구 냉천동 31,23619226,https://www.mtu.ac.kr/kor/CMS/CampusMgr/list.do?mCode=MN131,,,,연중무휴,07:00~19:00,N,Y,N,연령제한없음,N,N,N,Y
감만창의문화촌,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,남구,감만동,,78,우암로,Jan-84,35.11844574,129.0813278,48543,부산광역시 남구 우암로 84-1,부산광역시 남구 감만동 78,517457246,http://www.bscf.or.kr/portal/contents.do?mId=0201000000,,,,"주말, 공휴일",09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
감성갱도2020,,전시/공연,영화/연극/공연,공연/연극/문화센터,울산광역시,북구,신천동,,270,제내4길,18,35.6340577,129.3518882,44224,울산광역시 북구 제내4길 18,울산광역시 북구 신천동 270,522962020,https://gsgd2020.modoo.at/,,,https://www.instagram.com/gsgd_2020/,"일요일, 월요일, 공휴일",10:00~19:00,Y,N,N,연령제한없음,Y,N,N,Y
감악산 출렁다리,,문화관광/명소,관광지,일반유원지/일반놀이공원,경기도,파주시,적성면,설마리,산21-1,설마천로,238,37.93841476,126.9473157,10805,경기도 파주시 적성면 설마천로 238,경기도 파주시 적성면 설마리 산 21-1,319501938,,,,,연중무휴,09:00~18:00,Y,N,N,연령제한없음,N,N,N,Y
감자꽃스튜디오,,전시/공연,전시/기념관,기타전시/박물관,강원도,평창군,평창읍,이곡리,333,고길천로,105,37.36879404,128.4388223,25370,강원도 평창군 평창읍 고길천로 105,강원도 평창군 평창읍 이곡리 333,333325337,https://potatoflower.modoo.at/,,,,,,Y,N,N,연령제한없음,N,N,N,Y
감자바위유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,강원도,화천군,사내면,광덕리,산273-13,포화로,420,38.08001697,127.4688093,24150,강원도 화천군 사내면 포화로 420,강원도 화천군 사내면 광덕리 산 273-13,334421211,,,,,,,Y,N,N,연령제한없음,N,N,N,Y
감지해변,,문화관광/명소,관광지,해수욕장,부산광역시,영도구,동삼동,,,,,35.07774842,129.0716393,,,부산광역시 영도구 동삼동,514194064,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
감천계곡유원지,,문화관광/명소,관광지,일반유원지/일반놀이공원,경상남도,창원시 마산회원구,내서읍,신감리,1409-4,,,35.19772853,128.5075851,,,경상남도 창원시 마산회원구 내서읍 신감리 1409-4,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
감천문화마을작은박물관,,전시/공연,전시/기념관,기타전시/박물관,부산광역시,사하구,감천동,,01월 05일,감내2로,191,35.09797021,129.0104325,49368,부산광역시 사하구 감내2로 191,부산광역시 사하구 감천동 1-5,512041444,https://www.gamcheon.or.kr/,,,,,,N,N,N,연령제한없음,N,N,N,Y
감추해수욕장,,문화관광/명소,관광지,해수욕장,강원도,동해시,용정동,,,,,37.50564985,129.1183741,,,강원도 동해시 용정동,335302234,https://www.gangwon.to/gwtour/gangwondo_trip/tourist_spot?control=AW0021_T&tourCode=TOSIGK00,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
갑을골권역영동조합법인체험마을,,문화관광/명소,관광지,N,경상남도,의령군,가례면,개승리,304,가례로,729,35.38182423,128.2304507,52131,경상남도 의령군 가례면 가례로 729,경상남도 의령군 가례면 개승리 304,555729977,https://gapeulgol.modoo.at/,,,,,,Y,N,Y,연령제한없음,N,N,N,Y
갑진모래해변,,문화관광/명소,관광지,해수욕장,인천광역시,옹진군,자월면,자월리,,,,37.25636075,126.3109609,,,인천광역시 옹진군 자월면 자월리,,,,,,연중무휴,00:00~24:00,Y,N,N,연령제한없음,N,N,N,Y
갓바위관광지,,문화관광/명소,관광지,유명관광지,대구광역시,동구,능성동,,613-11,,,35.97076609,128.7280469,41008,,대구광역시 동구 능성동 613-11,,,,,,,,N,N,N,연령제한없음,N,N,N,N
